repo_id,release_line_id,release_id,file_path,dep_count,dep_names,dep_versions
1649,1,102,neural_insights/requirements.txt,9,"[""cryptography"", ""flask"", ""flask-cors"", ""flask-socketio"", ""gevent"", ""gevent-websocket"", ""neural-compressor"", ""pywin32"", ""torchinfo""]","{""cryptography"": """", ""flask"": """", ""flask-cors"": """", ""flask-socketio"": """", ""gevent"": """", ""gevent-websocket"": """", ""neural-compressor"": "">=2.2"", ""pywin32"": ""; sys_platform != 'linux'"", ""torchinfo"": """"}"
1649,1,102,neural_solution/requirements.txt,8,"[""fastapi"", ""grpcio"", ""mpi4py"", ""neural-compressor"", ""protobuf"", ""pydantic"", ""uvicorn"", ""watchdog""]","{""fastapi"": """", ""grpcio"": """", ""mpi4py"": """", ""neural-compressor"": "">=2.2"", ""protobuf"": """", ""pydantic"": """", ""uvicorn"": """", ""watchdog"": """"}"
1649,1,102,pyproject.toml,0,[],{}
1649,1,102,requirements.txt,14,"[""deprecated"", ""numpy"", ""opencv-python-headless"", ""pandas"", ""pillow"", ""prettytable"", ""psutil"", ""py-cpuinfo"", ""pycocotools"", ""pycocotools-windows"", ""pyyaml"", ""requests"", ""schema"", ""scikit-learn""]","{""deprecated"": "">= 1.2.13"", ""numpy"": """", ""opencv-python-headless"": """", ""pandas"": """", ""pillow"": """", ""prettytable"": """", ""psutil"": """", ""py-cpuinfo"": """", ""pycocotools"": ""; sys_platform != 'win32' or python_version > '3.8'"", ""pycocotools-windows"": ""; sys_platform == 'win32' and python_version <= '3.8'"", ""pyyaml"": """", ""requests"": """", ""schema"": """", ""scikit-learn"": """"}"
1649,1,105,neural_coder/extensions/neural_compressor_ext_lab/pyproject.toml,0,[],{}
1649,1,105,neural_coder/extensions/neural_compressor_ext_lab_alibaba/pyproject.toml,0,[],{}
1649,1,105,neural_insights/requirements.txt,9,"[""cryptography"", ""flask"", ""flask-cors"", ""flask-socketio"", ""gevent"", ""gevent-websocket"", ""neural-compressor"", ""pywin32"", ""torchinfo""]","{""cryptography"": """", ""flask"": """", ""flask-cors"": """", ""flask-socketio"": """", ""gevent"": """", ""gevent-websocket"": """", ""neural-compressor"": "">=2.2"", ""pywin32"": ""; sys_platform != 'linux'"", ""torchinfo"": """"}"
1649,1,105,neural_solution/requirements.txt,8,"[""fastapi"", ""grpcio"", ""mpi4py"", ""neural-compressor"", ""protobuf"", ""pydantic"", ""uvicorn"", ""watchdog""]","{""fastapi"": """", ""grpcio"": """", ""mpi4py"": """", ""neural-compressor"": "">=2.2"", ""protobuf"": """", ""pydantic"": """", ""uvicorn"": """", ""watchdog"": """"}"
1649,1,105,pyproject.toml,0,[],{}
1649,1,105,requirements.txt,14,"[""deprecated"", ""numpy"", ""opencv-python-headless"", ""pandas"", ""pillow"", ""prettytable"", ""psutil"", ""py-cpuinfo"", ""pycocotools"", ""pycocotools-windows"", ""pyyaml"", ""requests"", ""schema"", ""scikit-learn""]","{""deprecated"": "">= 1.2.13"", ""numpy"": """", ""opencv-python-headless"": """", ""pandas"": """", ""pillow"": """", ""prettytable"": """", ""psutil"": """", ""py-cpuinfo"": """", ""pycocotools"": ""; sys_platform != 'win32' or python_version > '3.8'"", ""pycocotools-windows"": ""; sys_platform == 'win32' and python_version <= '3.8'"", ""pyyaml"": """", ""requests"": """", ""schema"": """", ""scikit-learn"": """"}"
1649,1,106,neural_coder/extensions/neural_compressor_ext_lab/pyproject.toml,0,[],{}
1649,1,106,neural_coder/extensions/neural_compressor_ext_lab_alibaba/pyproject.toml,0,[],{}
1649,1,106,neural_insights/requirements.txt,8,"[""cryptography"", ""flask"", ""flask-cors"", ""flask-socketio"", ""gevent"", ""gevent-websocket"", ""neural-compressor"", ""pywin32""]","{""cryptography"": """", ""flask"": """", ""flask-cors"": """", ""flask-socketio"": """", ""gevent"": """", ""gevent-websocket"": """", ""neural-compressor"": "">=2.2"", ""pywin32"": ""; sys_platform != 'linux'""}"
1649,1,106,neural_solution/requirements.txt,8,"[""fastapi"", ""grpcio"", ""mpi4py"", ""neural-compressor"", ""protobuf"", ""pydantic"", ""uvicorn"", ""watchdog""]","{""fastapi"": """", ""grpcio"": """", ""mpi4py"": """", ""neural-compressor"": "">=2.2"", ""protobuf"": """", ""pydantic"": """", ""uvicorn"": """", ""watchdog"": """"}"
1649,1,106,requirements.txt,14,"[""deprecated"", ""numpy"", ""opencv-python"", ""pandas"", ""pillow"", ""prettytable"", ""psutil"", ""py-cpuinfo"", ""pycocotools"", ""pycocotools-windows"", ""pyyaml"", ""requests"", ""schema"", ""scikit-learn""]","{""deprecated"": "">= 1.2.13"", ""numpy"": """", ""opencv-python"": """", ""pandas"": """", ""pillow"": """", ""prettytable"": """", ""psutil"": """", ""py-cpuinfo"": """", ""pycocotools"": ""; sys_platform == 'linux'"", ""pycocotools-windows"": ""; sys_platform != 'linux'"", ""pyyaml"": """", ""requests"": """", ""schema"": """", ""scikit-learn"": """"}"
1649,1,108,neural_coder/extensions/neural_compressor_ext_lab/pyproject.toml,0,[],{}
1649,1,108,neural_coder/extensions/neural_compressor_ext_lab_alibaba/pyproject.toml,0,[],{}
1649,1,108,requirements.txt,24,"[""alembic"", ""contextlib2"", ""cryptography"", ""deprecated"", ""flask"", ""flask-cors"", ""flask-socketio"", ""gevent"", ""gevent-websocket"", ""numpy"", ""opencv-python"", ""pandas"", ""pillow"", ""prettytable"", ""psutil"", ""py-cpuinfo"", ""pycocotools"", ""pycocotools-windows"", ""pywin32"", ""pyyaml"", ""requests"", ""schema"", ""scikit-learn"", ""sqlalchemy""]","{""alembic"": ""==1.7.7"", ""contextlib2"": """", ""cryptography"": """", ""deprecated"": """", ""flask"": """", ""flask-cors"": """", ""flask-socketio"": """", ""gevent"": """", ""gevent-websocket"": """", ""numpy"": """", ""opencv-python"": """", ""pandas"": """", ""pillow"": """", ""prettytable"": """", ""psutil"": """", ""py-cpuinfo"": """", ""pycocotools"": ""; sys_platform == 'linux'"", ""pycocotools-windows"": ""; sys_platform != 'linux'"", ""pywin32"": ""; sys_platform != 'linux'"", ""pyyaml"": """", ""requests"": """", ""schema"": """", ""scikit-learn"": """", ""sqlalchemy"": ""==1.4.27""}"
1649,1,109,neural_coder/extensions/neural_compressor_ext_lab/pyproject.toml,0,[],{}
1649,1,109,neural_coder/extensions/neural_compressor_ext_lab_alibaba/pyproject.toml,0,[],{}
1649,1,109,requirements.txt,26,"[""alembic"", ""contextlib2"", ""cryptography"", ""deprecated"", ""flask"", ""flask-cors"", ""flask-socketio"", ""gevent"", ""gevent-websocket"", ""matplotlib"", ""numpy"", ""opencv-python"", ""pandas"", ""pillow"", ""prettytable"", ""psutil"", ""py-cpuinfo"", ""pycocotools"", ""pycocotools-windows"", ""pywin32"", ""pyyaml"", ""requests"", ""schema"", ""scikit-image"", ""scikit-learn"", ""sqlalchemy""]","{""alembic"": ""==1.7.7"", ""contextlib2"": """", ""cryptography"": """", ""deprecated"": """", ""flask"": """", ""flask-cors"": """", ""flask-socketio"": """", ""gevent"": """", ""gevent-websocket"": """", ""matplotlib"": """", ""numpy"": """", ""opencv-python"": """", ""pandas"": """", ""pillow"": """", ""prettytable"": """", ""psutil"": """", ""py-cpuinfo"": """", ""pycocotools"": ""; sys_platform == 'linux'"", ""pycocotools-windows"": ""; sys_platform != 'linux'"", ""pywin32"": ""; sys_platform != 'linux'"", ""pyyaml"": """", ""requests"": """", ""schema"": """", ""scikit-image"": """", ""scikit-learn"": """", ""sqlalchemy"": ""==1.4.27""}"
1649,1,111,neural_coder/extensions/neural_compressor_ext_lab/pyproject.toml,0,[],{}
